step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
165,PAYMENT,261932.0726926865,sdv-pii-ue5b9,65140.73012811883,267002.14256722847,sdv-pii-qh325,307978.5750813646,0.305857481403001,0,0
138,CASH_OUT,5838.097649036235,sdv-pii-ga4hg,1.5151526299428897,305725.585606071,sdv-pii-ywp4d,1598513.9785854274,8.640397959737214,0,0
237,CASH_OUT,481485.29003930953,sdv-pii-8sq23,0.023322325009239243,725.5923814299467,sdv-pii-2s7is,11204961.68895709,11592054.197112177,0,0
119,CASH_IN,148945.52876249567,sdv-pii-si29d,10.37852858836262,3279.405305939756,sdv-pii-xa2op,8334506.110570975,3011339.5689637354,0,0
60,PAYMENT,3889.1574781870504,sdv-pii-p0cp7,158873.5937670859,7083.490924101167,sdv-pii-droxa,57431.33274287104,0.0001452121086032857,0,0
180,CASH_IN,609463.1870031534,sdv-pii-7uf6c,105156.3349146821,30005.87166054769,sdv-pii-n4amf,7620358.152143519,3889914.9975565034,0,0
4,PAYMENT,285377.47357326373,sdv-pii-aly5y,1053.889166775648,68.86611963969827,sdv-pii-s2ahf,1778223.9246748958,15151.129278785726,0,0
554,PAYMENT,6540.841319599922,sdv-pii-x8nwb,140.8202406136871,1715.63032767892,sdv-pii-m4uqy,106776.73049432137,0.002898732937788174,0,0
112,CASH_OUT,42793.26580300879,sdv-pii-lzrk2,4413139.821132907,3648149.879316919,sdv-pii-jbwjs,729151.3507385716,4649.593906664539,1,0
397,CASH_OUT,15461.157671444304,sdv-pii-1kpj2,716559.690497822,146154.1539777297,sdv-pii-iamka,1408234.1974045893,178418.82909578897,0,0
118,PAYMENT,189621.5378219076,sdv-pii-et162,0.012720491851292025,0.13797819679776957,sdv-pii-tf6z5,6134172.596783916,11310829.071737071,0,0
278,PAYMENT,212468.09948694994,sdv-pii-jmj84,925793.86734706,142294.94595060174,sdv-pii-lu4r5,1467063.5943238516,209810.09944682513,0,0
190,CASH_IN,371878.4417007187,sdv-pii-izspn,3505137.92163165,1245310.268223752,sdv-pii-3vpvu,3772070.76016823,1824718.565085337,0,0
102,CASH_OUT,39160.19043710222,sdv-pii-1dd4e,5103095.701736048,4835123.633379106,sdv-pii-phfcp,278280.07338405313,1494.9089159579362,0,0
71,CASH_IN,256205.54719415872,sdv-pii-5vaqo,83103.26673285771,1055420.6743400174,sdv-pii-9v6ga,5154371.362755826,2657875.207967573,0,0
26,CASH_IN,377991.2144045537,sdv-pii-h7llu,69.17748201092719,8367.056440402608,sdv-pii-z2are,5020372.542645415,1005551.7901506855,0,0
334,CASH_IN,12506.35727103314,sdv-pii-o5osk,479042.4220334351,4329039.610163614,sdv-pii-vs2gc,893051.9904766579,438.1764032042957,0,0
199,CASH_OUT,50227.2088936566,sdv-pii-lwavq,2.3276486920182635,265.6585582204638,sdv-pii-n8xht,2273033.0488524423,103218.14367142136,0,0
388,CASH_IN,337146.9653762432,sdv-pii-oqcob,18813.777418882164,1195335.1658584287,sdv-pii-hdw0l,5385911.201301622,3696038.4753392027,0,0
172,PAYMENT,217124.61618046273,sdv-pii-dwa3u,78691.32070717638,1729743.031891399,sdv-pii-livfb,995722.7005897233,0.01697088279659954,0,0
283,CASH_OUT,671844.6609636245,sdv-pii-xsvql,5523752.85307811,1637282.3795862088,sdv-pii-9npvm,3149370.650895802,98942.62059116867,0,0
401,CASH_OUT,5052.374184976819,sdv-pii-41g5j,407650.3355502371,660247.1654079225,sdv-pii-tzrol,2544863.6181812165,236023.0058906502,0,0
276,CASH_IN,466952.5439911634,sdv-pii-s0hkg,495.13958129931746,2078925.1158534945,sdv-pii-18iyc,1733921.9221797192,30358.5474053259,0,0
163,CASH_OUT,29727.857922840765,sdv-pii-4cm2m,5380.605128269958,319671.8074092365,sdv-pii-55i8g,4774241.992336149,17779.178926942594,0,0
550,CASH_OUT,502376.50712461275,sdv-pii-gjob5,2199246.862083826,1646509.40808965,sdv-pii-yz1g8,4730226.618537661,11279068.504852226,0,0
157,CASH_IN,249042.24107768256,sdv-pii-9nn3x,650663.348135647,102995.93524428263,sdv-pii-i9a8g,12709106.009372056,30698943.657704554,0,0
189,PAYMENT,6008.104474305696,sdv-pii-spsq9,4408418.934874904,6783230.17926114,sdv-pii-48hhj,171269.35757874054,0.005581741339411881,0,0
57,CASH_OUT,62273.92739328985,sdv-pii-8nkxe,1370009.223373364,8984912.957781274,sdv-pii-pucvs,293088.14269977773,0.3294031172789841,0,0
247,CASH_OUT,119701.89274342889,sdv-pii-3etn7,823908.2617922988,2340593.4055781825,sdv-pii-rf8m1,385971.56678591634,439.9738531019131,0,0
161,PAYMENT,50343.76672925643,sdv-pii-o8oid,283650.35055933666,778433.6336623916,sdv-pii-pv209,2016742.3094139122,3133056.252272607,0,0
185,PAYMENT,92675.8644380105,sdv-pii-2o5b6,521467.3220122832,322551.46800998494,sdv-pii-ty5hi,2036314.8102926598,1782.9358040536683,0,0
294,TRANSFER,10039.86659448631,sdv-pii-4hpcc,1178469.0757242,121341.85090730329,sdv-pii-eiyp2,1496925.3228913138,15.297991036572599,0,0
248,PAYMENT,16404.855066672044,sdv-pii-06yqb,40185.649230331095,158.85995234185265,sdv-pii-6aofi,22000.086716217957,0.0,0,0
335,CASH_OUT,2683.1607521252763,sdv-pii-kse10,10999037.841072347,15486537.873817615,sdv-pii-t1gnm,6740.601445777205,0.0,0,0
74,PAYMENT,15333.077404858073,sdv-pii-ierhf,323518.1425615984,557416.4621241177,sdv-pii-9jeax,287384.1092845147,0.0005041362148433563,0,0
52,TRANSFER,2023.5530636186427,sdv-pii-qels5,32985.652024224095,5463956.162997237,sdv-pii-s7gr0,489928.1144615085,81.21200625345087,0,0
242,PAYMENT,57869.063031103164,sdv-pii-vzu8q,720918.1868799336,998127.6755886489,sdv-pii-3u6nz,531475.5636686676,1.1663214410534726,0,0
81,PAYMENT,8688.07793297454,sdv-pii-rewft,169.4098765468958,808.44078516292,sdv-pii-qobxp,330115.9087315566,0.09626008710238458,0,0
24,CASH_IN,101920.48876869238,sdv-pii-420zl,501166.04381217895,1278824.4337687967,sdv-pii-cpjqa,1690884.1584378849,27408.687611011443,0,0
203,CASH_OUT,17509.600649126092,sdv-pii-udmdg,1536562.4229443807,3465170.538982007,sdv-pii-e3roz,180375.95621493855,0.0,0,0
164,TRANSFER,7142.577562473344,sdv-pii-bo2z7,2510886.8058409295,6639780.6728279395,sdv-pii-l5dzr,892001.8172486034,0.10451800131946845,0,0
86,PAYMENT,32.334996859934364,sdv-pii-wkhzo,396757.586675807,47209.629838806344,sdv-pii-gr31o,2937.7170009633164,0.0,0,0
415,CASH_OUT,482477.4644614426,sdv-pii-vvjyx,223582.34812249173,4530719.274297563,sdv-pii-nn36e,1313806.6327348135,10055.571111913601,0,0
218,CASH_OUT,9638.71946173629,sdv-pii-vwuo1,2619146.4113980103,6467623.306667542,sdv-pii-ggjdo,762694.0833253224,66.17077984527016,0,0
226,PAYMENT,599731.3757204802,sdv-pii-4o2w2,4568517.185893407,2581420.6285820575,sdv-pii-xs5nx,1820717.8053572616,235185.31542688655,0,0
267,CASH_IN,4738.637771158503,sdv-pii-f72w6,10252548.546151655,7335114.283017462,sdv-pii-ena00,3835886.329949605,80831.75575542833,0,0
544,PAYMENT,62446.24052383206,sdv-pii-4v7qg,107.0827758118014,118.54900077192241,sdv-pii-q7dgn,21613.552373450013,0.991345392425054,0,0
509,CASH_IN,38360.86643311718,sdv-pii-3z1s9,18173.61191404968,2065487.6583656222,sdv-pii-sykri,757434.8605369916,1219.6241989525106,0,0
52,TRANSFER,8808.7300943457,sdv-pii-fpzhy,3674843.5250432296,8378694.222940163,sdv-pii-a5z1n,378156.0941501039,0.0017840999937316082,0,0
236,PAYMENT,1741.9015980013933,sdv-pii-01wsa,31900.727735089105,899647.8821676598,sdv-pii-l8lmh,255673.22888149155,1.8526988865963333e-06,0,0
262,CASH_OUT,69152.65769270019,sdv-pii-wtomv,936739.6788831573,314115.3746828739,sdv-pii-50boo,1912685.4126156915,915058.0475386773,0,0
28,PAYMENT,12015.054662219607,sdv-pii-rhh13,466713.7202508309,3250287.3878384787,sdv-pii-ld8ke,6207.745729135488,0.0,0,0
42,CASH_OUT,25827.34019192442,sdv-pii-pbgqp,206650.1692329895,416708.76981499593,sdv-pii-qvzcp,96661.90519818348,5.247879361740005e-07,0,0
288,PAYMENT,158915.57549888815,sdv-pii-queag,74157.70415926243,7704.48936279293,sdv-pii-asi1g,927589.247419504,91478.44389362998,0,0
126,CASH_IN,413183.0401510378,sdv-pii-l5m6r,2422534.523818016,11242521.513931606,sdv-pii-0rprm,11802681.052727617,23742143.83597879,0,0
743,TRANSFER,154.33903104032416,sdv-pii-cfugo,69.78163042077047,2106.1643120360914,sdv-pii-xy00t,410802.84362602636,3.781343439812677,0,0
102,CASH_IN,247416.86958090373,sdv-pii-eswbr,17774203.5978449,22747669.83051759,sdv-pii-bnuz2,93855.14820850988,1.119370930460387e-07,0,0
92,CASH_OUT,95276.37211408095,sdv-pii-doqzu,1884358.5835793773,2262222.0465508504,sdv-pii-y7ab7,4794819.54097019,5280.583293225586,0,0
403,PAYMENT,114281.84600797792,sdv-pii-date5,93080.90048847473,2531.003808552442,sdv-pii-957l5,699129.7885535797,6.4388485805863445,0,0
392,CASH_IN,77931.28111321815,sdv-pii-cvd1c,523002.39037621033,2896099.7591025447,sdv-pii-30khs,1727046.9360323092,67020.48222169274,0,0
177,TRANSFER,217962.4498275173,sdv-pii-kcxcv,945176.4362671803,2347248.322286275,sdv-pii-bx4aw,1369419.63508612,56673.60158258029,0,0
457,PAYMENT,221729.5161693414,sdv-pii-ope0h,18029.473213900015,361599.74013852724,sdv-pii-a10bm,279793.02213887824,573.1016261639022,0,0
123,PAYMENT,23512.01708565783,sdv-pii-uput1,86594.36111882859,183030.04218272452,sdv-pii-7ji0i,572113.8655243987,1998.1995638775977,0,0
440,CASH_OUT,97476.1022336534,sdv-pii-i7nxu,1011141.683679152,936334.351300312,sdv-pii-zdyid,1112102.9987856431,24932.66118427268,0,0
424,CASH_OUT,314634.2124309709,sdv-pii-5cx8i,16990.627269688568,196694.35192099246,sdv-pii-ul8ke,1741439.229186223,1026.7935674552978,0,0
57,CASH_IN,310810.53037084657,sdv-pii-d3dwo,28682.643496469092,1376.4305443844776,sdv-pii-kewc9,2464278.999040783,1970915.1404710894,0,0
684,CASH_IN,4496.004503463978,sdv-pii-13ybk,4022583.018208503,8269716.087748461,sdv-pii-653yu,481045.67411488213,942.0719626874595,0,0
255,CASH_OUT,711307.9975069191,sdv-pii-uhlc5,145840.20520804357,3613445.662305918,sdv-pii-smzkk,2016837.8788539867,671296.0635284442,0,0
107,TRANSFER,17262.968933391992,sdv-pii-ntbrn,239286.16783936825,1962305.623458416,sdv-pii-y875u,71392.17433005461,8.225487380937515e-06,0,0
104,CASH_IN,547937.2154708073,sdv-pii-pyz52,9136767.160119558,2857729.181506267,sdv-pii-mwam7,6581049.311501182,10737164.407001853,0,0
346,PAYMENT,149601.25086927146,sdv-pii-jgqg2,56810.023317065854,4942.279377781281,sdv-pii-i0kj3,3294696.136283641,1029392.2614521218,0,0
219,CASH_OUT,40979.03837563531,sdv-pii-zi1m5,3711024.5258231405,9351516.829695726,sdv-pii-jplvs,1575323.6001473716,575.2504223507239,0,0
237,PAYMENT,258565.33815181846,sdv-pii-ugijr,1060848.931989191,371426.4906992693,sdv-pii-0zjmu,4168938.174255913,661645.7415976614,0,0
182,CASH_OUT,114362.42097434621,sdv-pii-lcea2,0.014826397953769496,1718.3972431065079,sdv-pii-rhd8c,1375150.1039867497,27550.27875359785,0,0
104,PAYMENT,1033680.4672168341,sdv-pii-xb4wl,576223.9187125938,54165.3372998202,sdv-pii-t7nzi,1086940.633600931,477455.2053507335,0,0
28,CASH_IN,718259.1335374593,sdv-pii-wur9a,29508.293152310147,3430550.976249092,sdv-pii-zweqn,8930505.21311792,1889370.371199691,0,0
263,PAYMENT,42372.27354427162,sdv-pii-fm5x2,2804015.9711749647,697373.6129332964,sdv-pii-xo4e3,529034.8890810873,52.67163031298356,0,0
120,TRANSFER,775726.1553163185,sdv-pii-3v2t8,7809.444265790489,285.7837645653412,sdv-pii-m5eje,10925204.375316488,18174232.526841577,0,0
523,TRANSFER,35836.805624410496,sdv-pii-465ws,1231462.3609804367,3909118.329378516,sdv-pii-iz2qo,2056187.3672617732,756.7273095759624,0,0
31,CASH_OUT,493.9560099210518,sdv-pii-akd7j,2710488.576059379,1132467.3741214485,sdv-pii-hr43f,13255.332974486484,0.0,0,0
323,CASH_OUT,6055.098239043072,sdv-pii-gw9a2,12407871.985543637,24139994.752636068,sdv-pii-k34eb,1056272.1541634332,182.97153508524488,0,0
97,CASH_IN,146294.3445713571,sdv-pii-2dd9g,20132405.02878058,11200353.699051429,sdv-pii-pgm94,5745506.489471617,3596500.655237341,0,0
113,PAYMENT,6548.871033569725,sdv-pii-3r72g,2952264.3705490055,1427085.1103842442,sdv-pii-2s535,10906.089895380985,1.5344446698065542e-08,0,0
188,CASH_OUT,163654.75804411864,sdv-pii-x0872,2015954.0239183134,264645.1630593691,sdv-pii-1kg16,218286.79274205634,0.225182034500992,0,0
258,CASH_IN,473350.6786390935,sdv-pii-a7e5z,187705.50365403623,4039552.57018028,sdv-pii-ol8sw,9725227.214253489,10790970.645434612,0,0
178,CASH_IN,399394.70414376503,sdv-pii-61fmd,377091.5169162861,2179833.715564055,sdv-pii-jo6oa,7430269.591672819,12026278.367325598,0,0
600,CASH_OUT,9168.935026645246,sdv-pii-k9lju,2112858.5746349148,4900815.089785526,sdv-pii-003y4,4397.729556933235,0.0,0,0
135,CASH_OUT,6807.816763825769,sdv-pii-7mwa2,94321.56389520322,666325.6745474187,sdv-pii-w6ipl,511352.93698141543,0.8627658327470262,0,0
234,CASH_OUT,109718.5157781388,sdv-pii-o9yu6,6478736.157673093,14864797.857256312,sdv-pii-3l4hj,3408163.8131583347,159654.19822981558,0,0
360,PAYMENT,16988.726172970724,sdv-pii-dzk1a,1012.7552167306244,412719.2403525161,sdv-pii-iul5i,684089.886422438,31.03297844828933,0,0
177,PAYMENT,685.6119208249585,sdv-pii-9l03o,1130154.383482797,1881002.1013433265,sdv-pii-v3l7k,174316.48464070066,0.0065765714395329584,0,0
300,CASH_IN,536406.6260937643,sdv-pii-2ws1i,1764905.1595609044,5438719.278674227,sdv-pii-0u44h,9849608.707865201,22907872.466783755,0,0
40,CASH_OUT,26688.844464901398,sdv-pii-icuy8,370121.5146148268,234376.08572399468,sdv-pii-a8omz,819884.2002616536,1681.7257619218885,0,0
345,PAYMENT,100021.55075021778,sdv-pii-w6y1v,1661193.7330397642,5557667.050902729,sdv-pii-rnh2x,32901.55962380145,1.0048341427511252e-07,0,0
112,TRANSFER,69403.45116224982,sdv-pii-h28j9,1384.0811803203655,639589.0851237255,sdv-pii-ckj23,396238.3706342776,9.126660215797035e-06,0,0
370,CASH_IN,60402.077655121626,sdv-pii-l3ivt,1530.601090197748,166302.44272410398,sdv-pii-ue45l,1851337.3223664323,26209.178390204663,0,0
360,PAYMENT,8192.486543990424,sdv-pii-377mz,3301.7307202176307,294492.90801704203,sdv-pii-nyk7v,847125.5255833976,4458.409208972775,0,0
743,PAYMENT,65193.799043645064,sdv-pii-6jnym,7.3869773282013655,168.9138894344824,sdv-pii-dr93q,1967267.2445291078,218552.590540078,0,0
355,PAYMENT,41164.451070104136,sdv-pii-huccb,2061.449043408215,1629201.3446245713,sdv-pii-hspo3,1578423.9124008717,395.4669792410144,0,0
167,CASH_OUT,368912.73505139246,sdv-pii-0ns0r,376118.0316783792,565475.4130437594,sdv-pii-nsf61,2943474.994457242,189904.62069058226,0,0
557,CASH_IN,777259.9697037922,sdv-pii-hqqya,401977.07477021706,75491.31470958065,sdv-pii-jum36,11717870.002167528,24286400.44540539,0,0
184,PAYMENT,8275.19134618791,sdv-pii-7dvbj,5168.653121280237,1924554.065979113,sdv-pii-dsphs,6516.073646103405,0.0,0,0
306,CASH_OUT,18552.035783253326,sdv-pii-5tuh0,47.11539877348891,60264.47250142236,sdv-pii-0zwxn,3712989.4859043364,2456767.2211571345,0,0
234,CASH_OUT,95048.58092514137,sdv-pii-tmowk,3982043.626007745,1435849.4945245725,sdv-pii-ytkhj,1253688.0129455174,25719.416566901924,0,0
200,PAYMENT,61517.753856805066,sdv-pii-n070o,52725.34716802136,114427.6335795106,sdv-pii-iu4dg,2580951.2343419753,11831.893899068249,0,0
167,TRANSFER,547441.9591581497,sdv-pii-lfs2c,4507.049703968597,1288.9076941726769,sdv-pii-6xsnd,2569383.4079575073,981974.552775258,0,0
207,CASH_IN,446237.9352039526,sdv-pii-i721m,2285291.8685382004,817058.2364790953,sdv-pii-4jfkt,3936324.1804724215,337661.2147518989,0,0
607,CASH_OUT,1278.2670451490433,sdv-pii-oxv2k,4953991.924243642,13862794.822952438,sdv-pii-nda3y,441719.44694811915,3.64706193728549e-05,0,0
225,CASH_OUT,28275.071609476523,sdv-pii-j7kwo,2457581.701816208,99115.29106203804,sdv-pii-6qdzm,871266.2335426774,93.73375729371558,0,0
464,PAYMENT,289303.77004144463,sdv-pii-5h196,6.835502041362684,10086.094957126801,sdv-pii-y1bd8,7502089.067783976,1837134.3556079173,0,0
276,CASH_OUT,85020.70544618636,sdv-pii-jgsqs,1279454.992711381,151001.4547055655,sdv-pii-aze7u,651943.4406960198,3874.81006879875,0,0
624,PAYMENT,32766.1697216298,sdv-pii-sw9gr,1114149.3230750337,194.882110896544,sdv-pii-36y2q,35879.94592377575,0.00016684798400938574,0,0
160,PAYMENT,23063.67788178937,sdv-pii-emmz4,174034.20847681907,10247.467564291452,sdv-pii-uqbfb,516934.2320779655,16.282527713337743,0,0
72,CASH_OUT,120009.84917033347,sdv-pii-yxhjy,515928.40595849074,89152.86405653643,sdv-pii-4a3jy,1158612.0469338992,1763329.735510695,0,0
303,CASH_OUT,14244.390677436246,sdv-pii-d5u8h,1916.9632086789234,515201.0433127244,sdv-pii-vyive,706518.249359422,110.5791047160564,0,0
69,PAYMENT,14350.182918559414,sdv-pii-grfdz,134955.0325966212,1082806.7828078761,sdv-pii-d7fh0,221134.747159687,0.09643877819531033,0,0
362,PAYMENT,20520.76650706842,sdv-pii-5vpp3,29723.452250447317,51243.61396274613,sdv-pii-r0h3r,551618.852809963,2.9446897130454945,0,0
17,CASH_OUT,18066.87375709371,sdv-pii-0vl2l,717536.3463186991,3712461.895763445,sdv-pii-z88b2,175427.67970313603,10.098113667709363,0,0
172,PAYMENT,221120.3648708248,sdv-pii-2absk,3820163.8510386213,1325269.2588970743,sdv-pii-zc8aq,1481425.4247302802,85379.73436990383,0,0
79,TRANSFER,55154.97540893442,sdv-pii-4e5kw,1470880.8061122135,4218706.286467524,sdv-pii-muvlo,185252.7858960785,38.77108004235213,0,0
412,PAYMENT,173.51142585933852,sdv-pii-ke451,64.71320652373807,206477.29018204217,sdv-pii-7t5kr,911502.50459085,11204.79907731965,0,0
100,CASH_OUT,247503.4982691896,sdv-pii-ml92q,364296.01468582585,33526.995004327924,sdv-pii-3nanl,825348.9214910021,2106.2195821987925,0,0
36,PAYMENT,50782.39526983489,sdv-pii-hy250,283.53548857075424,104377.56511925792,sdv-pii-vm590,1245599.2577801577,5.872008282608093,0,0
84,TRANSFER,180145.91464046226,sdv-pii-e8jov,452798.8195077688,2516822.4308643457,sdv-pii-abcpv,477981.9901772973,25.14227460066802,0,0
153,CASH_OUT,617582.9601587091,sdv-pii-tkzsn,252691.1503380581,405350.28543310997,sdv-pii-pbxti,1710708.5080011955,177.44615539148887,0,0
56,PAYMENT,46525.92475823295,sdv-pii-cem2q,144947.17354348602,370597.335420236,sdv-pii-vtx6o,1109009.4481847645,0.05743864094823185,0,0
14,CASH_OUT,1166432.9618679732,sdv-pii-u1g7d,315619.54804197914,5039.7369426286,sdv-pii-sy5ao,1464532.0271349703,17926.592984233084,0,0
79,PAYMENT,30914.766177038666,sdv-pii-1ai9t,649107.6739210462,173908.63545265212,sdv-pii-lyved,184948.75070237147,0.44148737494650897,0,0
16,CASH_OUT,512337.1616338969,sdv-pii-7okz1,50616.34221054452,841.9082792054246,sdv-pii-esrsq,2327861.595924193,2593465.34376943,0,0
415,PAYMENT,2372.6308035507427,sdv-pii-g8jkb,8681.385250329622,2717808.094255214,sdv-pii-41d6w,177170.90924775516,5.628315764914017e-06,0,0
226,CASH_OUT,408218.3396683058,sdv-pii-8wkxz,2115.469871238989,164896.64422443634,sdv-pii-w0c62,4464955.825008153,1133461.5910088958,0,0
211,TRANSFER,47379.799788909215,sdv-pii-pjomf,24315.157232437723,13253.160217579358,sdv-pii-z9446,1843505.2172571328,169790.59979925104,0,0
27,CASH_OUT,41414.0734704481,sdv-pii-c9hqq,2423.023544890215,1416431.3581813313,sdv-pii-pmp9q,1749394.066733899,2164.4814793359515,0,0
62,CASH_OUT,77581.99370709262,sdv-pii-x51qw,1498767.6129304767,2282814.51687858,sdv-pii-yje5q,1458694.5060459422,693.4342144587903,0,0
130,CASH_OUT,48540.203728585344,sdv-pii-kbr5s,200.67142367055897,95802.29716809424,sdv-pii-5fmaa,214657.92246150706,5.8788236342796374e-05,0,0
271,PAYMENT,31545.088408731008,sdv-pii-vbgxa,4445251.948042825,1137220.8045029037,sdv-pii-bb6i0,1660129.6069850258,135999.13320964828,0,0
126,TRANSFER,708826.8917184972,sdv-pii-m0sgt,22757.663879067128,68836.6996896444,sdv-pii-hibn5,3397886.560467471,272211.2509809916,0,0
306,PAYMENT,29851.205597505064,sdv-pii-4r5sz,714768.6123651045,351182.55351384473,sdv-pii-djtoq,575584.8764365638,0.1285180848598935,0,0
108,CASH_IN,98033.84203505782,sdv-pii-81qh1,183517.80027773938,333408.4175431422,sdv-pii-3wba2,6571875.135922425,671969.4033561014,0,0
91,CASH_IN,196910.2447961248,sdv-pii-ej661,9233.254868178015,1123464.0512747425,sdv-pii-bzwdo,6860330.274504962,4096024.1456585373,0,0
94,CASH_IN,424537.0215076026,sdv-pii-grsw7,4843585.49309282,8807465.93186945,sdv-pii-ua61c,8795967.490336498,10388127.281341746,0,0
314,TRANSFER,816282.8734352071,sdv-pii-j4qlj,180514.086163809,68213.09302550972,sdv-pii-uq8u3,6263640.568318422,8339943.971821873,0,0
414,PAYMENT,31347.1137709661,sdv-pii-c4x4r,21898.068003500593,13136.271032668781,sdv-pii-tedka,1022042.0757754971,511.09134954857154,0,0
373,CASH_IN,138888.91355195807,sdv-pii-imrqe,805718.0279779356,5974095.110880464,sdv-pii-inzj6,2308039.8337120637,4.267329303791589,0,0
223,CASH_IN,4514.200023635652,sdv-pii-r8e4g,32943.74804887507,450757.0251637226,sdv-pii-m9fjd,2044974.627653233,34673.9161037136,0,0
130,CASH_OUT,45847.36632138952,sdv-pii-ctsut,1441386.0787952058,800144.754286057,sdv-pii-hwx1c,3670766.125203317,658.8546788396732,0,0
476,CASH_OUT,19877.68593585731,sdv-pii-b44st,272.860237601633,19844.533283574627,sdv-pii-6pim7,114624.85136059157,31.127827453914453,0,0
130,CASH_IN,395762.7448112033,sdv-pii-i7x1k,5939894.661023392,2344696.816184362,sdv-pii-20rgk,4639590.892798547,434424.6232150794,0,0
91,PAYMENT,30872.959637340904,sdv-pii-u0rfg,12293.40310091054,18691.741723497278,sdv-pii-ihavy,165384.2079077115,149.59460456932527,0,0
423,CASH_OUT,21000.885216811417,sdv-pii-u9lba,22059.959083288555,242123.71765054725,sdv-pii-ytvxk,1473128.8819705155,485167.8744036201,0,0
365,CASH_IN,283975.67021459294,sdv-pii-bq6no,6960695.094294837,11813255.580583522,sdv-pii-zh4wl,4691643.654598832,2553643.5976007786,0,0
190,CASH_IN,122573.29001964479,sdv-pii-2m9z5,2955982.9428746747,2582359.5892581292,sdv-pii-lla3e,2215339.7661348833,8744.357296817443,0,0
211,PAYMENT,261060.66084092908,sdv-pii-2sinf,626447.9775999872,3243790.9560978548,sdv-pii-rcva0,1189183.124272484,12238.411541608,0,0
85,CASH_OUT,276766.13947134005,sdv-pii-nr028,9314.796163350626,11482.102972313185,sdv-pii-sj9ra,1090682.1843344274,2897.1977415571964,0,0
168,PAYMENT,244.2537686566311,sdv-pii-9cy64,52991.14554297801,306223.29027805733,sdv-pii-wixvv,30.064304651430213,0.0,0,0
133,CASH_OUT,150092.50187942162,sdv-pii-z9omh,143714.39503523314,18144.65931730588,sdv-pii-krlxq,1918787.0336129903,1707.9927141669466,0,0
231,CASH_IN,792.0583214114888,sdv-pii-kvg7k,6923611.006671827,5761035.401214445,sdv-pii-nu3hx,139653.06425910865,0.7703686618108423,0,0
110,CASH_OUT,1328.9754079254524,sdv-pii-73vl4,6185838.967478543,358599.69125226093,sdv-pii-90wmw,378900.09526884934,1.8488263857143536,0,0
53,CASH_OUT,535215.6239506097,sdv-pii-ur7ep,469916.051213443,2593290.212269712,sdv-pii-qnwnr,4407902.406899518,4292688.021040156,0,0
96,CASH_IN,552801.2626697229,sdv-pii-zippb,71600.84857495115,361110.2127367963,sdv-pii-2i6c8,3050301.240799043,2399424.018097763,0,0
136,PAYMENT,14653.662948080713,sdv-pii-ctvr1,424407.58504268184,335459.8174993453,sdv-pii-wbzz1,46928.038586448434,0.0001302921591223977,0,0
200,TRANSFER,46051.139671362056,sdv-pii-39re4,954779.0806195654,405061.52375732013,sdv-pii-zlm7q,2170708.6895877807,26184.716315504786,0,0
106,PAYMENT,9426.263825692477,sdv-pii-kamas,1001050.6330462951,2684964.028674511,sdv-pii-6dxq1,547070.5328188352,0.21692754986362034,0,0
428,CASH_IN,347543.39713330625,sdv-pii-v9vyf,3159371.5355017604,532143.4414889449,sdv-pii-dy2fe,1300706.7983501633,321.8940720230791,0,0
88,CASH_IN,16525.191057209024,sdv-pii-5c31z,2673946.9457029006,6328044.424805541,sdv-pii-2db32,6571509.016570847,841798.402057828,0,0
148,PAYMENT,5360.659730930588,sdv-pii-kjoym,28.772315894308182,11625.017886470872,sdv-pii-1lwmk,877541.7487592237,1000.8755384979148,0,0
67,PAYMENT,70749.98977255618,sdv-pii-rw65z,66348.99545152427,47965.78268307806,sdv-pii-in2fw,6264.336282196781,0.0,0,0
69,CASH_OUT,172998.59086726588,sdv-pii-c0pvc,4933000.406902411,3629897.710268331,sdv-pii-q8glr,346249.27897787676,128.4363225082672,0,0
68,PAYMENT,12795.963047288065,sdv-pii-k7z4b,12290.979276760258,51064.898292774706,sdv-pii-jm1ql,661973.649314476,1.4827459650244708e-06,0,0
282,CASH_OUT,319328.1734602135,sdv-pii-n2y2p,1153834.9625155306,644345.7289689931,sdv-pii-fyhig,1801707.7062850373,38993.39533979814,0,0
192,PAYMENT,2031.2097062453468,sdv-pii-5z08x,0.015165668782663112,0.5792578452337751,sdv-pii-mm764,44779.299720676994,2.2210879459066636e-08,0,0
205,PAYMENT,5226.285654119683,sdv-pii-xg9bs,732137.4832606933,2218984.422712632,sdv-pii-z2fs4,38446.542778207484,1.6676544166862491e-06,0,0
581,CASH_OUT,226785.06625900062,sdv-pii-o00wx,923213.5791087768,170442.24389225047,sdv-pii-1i5k2,607739.6140030533,23.51512569765696,0,0
456,PAYMENT,9578.427373773728,sdv-pii-kqod7,28389.727372168207,156144.5408513246,sdv-pii-rmhf7,1329836.2619753662,48.10810946466078,0,0
213,CASH_IN,470549.9448296558,sdv-pii-2se8m,200591.640363394,18012.023568070046,sdv-pii-d789t,6528072.95949685,11515370.712520117,0,0
199,PAYMENT,242998.4108200784,sdv-pii-dvpee,56.89729211992872,3093.330562111748,sdv-pii-c60oa,1869204.1146838986,384.11777750487147,0,0
